text,label,clean_text
i was feeling paranoid as fuck thinking people would be out looking for me,4,feel paranoid fuck think people would look
i feel accepted for who i am,2,feel accept
i feel tortured with tiredness everyday,4,feel torture tiredness everyday
i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,3,feel like petty murder shoudlnt punish nearly heavily human being constantly shitty human being
i feel so thankful to have been able to be apart of the one in the bay area,1,feel thankful able apart one bay area
i love the way i just look into her eyes and feel assured,1,love way look eye feel assured
i have realized from this past week is that it is ok to feel heartbroken,0,realize past week ok feel heartbroken
i have been too worried about money and the state of our industry ok and a little surgery to engage in such trips lately but for some hard to determine reason i am feeling a little more relaxed,1,worried money state industry ok little surgery engage trip lately hard determine reason feel little relaxed
i think i could manage one team in jacksonville without feeling too dirty,0,think could manage one team jacksonville without feel dirty
i feel defective for not wanting what makes me a woman,0,feel defective want make woman
i ended up asking my seminar professor is it completely normal to have these alternating periods of intense paranoia at my own inadequacies and at times feeling completely self assured and annoyingly pompous and accomplished,1,end ask seminar professor completely normal alternate period intense paranoia inadequacy time feel completely self assured annoyingly pompous accomplish
i actually feel really horribly vain posting this but im kinda curious,0,actually feel really horribly vain post kinda curious
i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story,1,get know three movie feel sincere respect director richard linklater whole team crew create love story
i feel back onto my bed caring for my stinging eye,2,feel back onto bed care stinging eye
i just feel distressed i dont know why though but i do,4,feel distressed not know though
i feel really stressed out,0,feel really stress
i like this photo of myself because i feel that i look more elegant in indian clothes,1,like photo feel look elegant indian clothe
i want to thank you for making me feel a little more accepted,1,want thank make feel little accepted
i feel stupid typing that,0,feel stupid typing
i was wide awake and miserable at am still feeling like crap when i got a very pleasant surprise,1,wide awake miserable still feel like crap get pleasant surprise
i feel like one of those dirty confidential intermediaries that i so dislike,0,feel like one dirty confidential intermediary dislike
i am feeling especially irritated,3,feel especially irritated
i feel much more relaxed this year said jane pollicino who came to ground zero tuesday morning to mourn her husband who was killed at the trade center,1,feel much relaxed year say jane pollicino come ground zero tuesday morning mourn husband kill trade center
i think i used to overeat i mean one reason anyway was because i wanted to make sure i didn t feel deprived later,0,think use overeat mean one reason anyway want make sure feel deprived later
i am enjoying the month old puppy piddi and feeling the gentle breeze that floats through the cool inner chambers of the house,2,enjoy month old puppy piddi feel gentle breeze float cool inner chamber house
i just want to stop feeling so shitty i feel terrible and horrid and eurgh,0,want stop feel shitty feel terrible horrid eurgh
i need her and offers valuable constructive advice when i feel unsure or negative about my writing,4,need offer valuable constructive advice feel unsure negative writing
ive survived thanksgiving scouts birthday and preparation for the pinewood derby im feeling pretty good,1,survive thanksgive scout birthday preparation pinewood derby feel pretty good
i lock mine with a long lifeline and loop to a cleat or piling and take my gas line and if i m feeling especially paranoid the spark plug too covering the hole with duct tape,4,lock mine long lifeline loop cleat pile take gas line feel especially paranoid spark plug cover hole duct tape
i can t help but feel nostalgic every time i listen to it,2,help feel nostalgic every time listen
i have cried in my loneliness and smoked because i felt like i had something that made me feel accepted no matter what and also made me not care about what wasn t family spouse and children,1,cry loneliness smoke feel like something make feel accept matter also make care family spouse child
i feel very envious,3,feel envious
i got up feeling all lively since the sun is extra bright today,1,get feel lively since sun extra bright today
i am feeling quite well this morning,1,feel quite well morning
i am feeling overwhelmed by god s grace,4,feel overwhelmed god grace
i eat and feel satisfied,1,eat feel satisfied
i don t have a gigantic fabric stash so each piece feels very precious to me,1,gigantic fabric stash piece feel precious
i feel complacent in my life,1,feel complacent life
im feeling very generous i bought a gift for a too,1,feel generous buy gift
i feel like this i can look into that sweet face and remember that im supposed to love you,1,feel like look sweet face remember suppose love
i would also change the floor to a more pleasant feeling and dog friendly flooring,1,would also change floor pleasant feeling dog friendly flooring
i just feel disillusioned,0,feel disillusioned
i left feeling pretty chuffed with my finds,1,leave feel pretty chuffed find
i always feel very threatened by her when it comes to guys cox you no she gets a lot of contact with the guys i like like my first and bf,4,always feel threaten come guy cox get lot contact guy like like first bf
i hardly feel they have any wow factor at all until i saw how stunned liv was at the entire concept,5,hardly feel wow factor see stunned liv entire concept
i don t know but i enjoy watching movies where pain transcends on me like i can feel my heart aching or i can cry a pail of tears,0,know enjoy watch movie pain transcend like feel heart ache cry pail tear
i feel about puppy mills puppy mills are run by greedy people who do not care about the quality of life for animals,3,feel puppy mill puppy mill run greedy people care quality life animal
i would not accept his love fully feeling of being damaged,0,would accept love fully feeling damage
i say i wish shed found out the whole score its more because i feel sad at the idea of her finishing up different from me and tommy,0,say wish shed find whole score feel sad idea finish different tommy
i do feel a bit delighted,1,feel bit delighted
im so excited but feeling kind of shy about it smile,4,excited feel kind shy smile
i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,4,start feel frantic candle match one flashlight actually asher bug light fan house move bed outside boy bath not touch candle goodbye meat fridge
im feeling selfish right now because i want that time back,3,feel selfish right want time back
i occasionally find myself feeling desiring the room and time to distill and slowly mull over consider and explore the rich complexities that surround the foggy notion that there is an objective definitive knowledge of tantric buddhism,1,occasionally find feel desire room time distill slowly mull consider explore rich complexity surround foggy notion objective definitive knowledge tantric buddhism
i start writing i feel affectionate interested and frustrated,2,start write feel affectionate interested frustrated
i feel less intimidated with her here to help,4,feel less intimidate help
i did or i did not doesnt matter any more because i am starting to feel assured of who i am now and have made peace with why i lied in the past,1,not matter start feel assured make peace lie past
i have to loathe myself or even allow myself to feel damaged long term,0,loathe even allow feel damaged long term
i feel so uncertain about the decade ahead,4,feel uncertain decade ahead
i also feel i do not deserve anyones sympathy or help or caring because i do not feel worthy of anything,2,also feel deserve anyone sympathy help care feel worthy anything
i feel like ive missed the boat,0,feel like miss boat
i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,1,feel music artistic value much music modern pop really worth invest time
i feel that someone is trying to pry out of my hands something that is very precious to me,1,feel someone try pry hand something precious
i will feel somehow punished so she holds me as much as possible when she puts the baby down,0,feel somehow punish hold much possible put baby
im feeling too stressed doing homework that i dont feel like going out,0,feel stressed homework not feel like go
i feel reassured that the world is the world i remember,1,feel reassure world world remember
i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,0,reconcile life go marriage feel terrible one affair
im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,1,feel proud achievement cut hair big freaking ordeal
i long for this its a need i feel is all of this in vain,0,long need feel vain
i finally feel excited to continue to try to lose some weight,1,finally feel excited continue try lose weight
i feel that some violent natures are generic,3,feel violent nature generic
i feel a longing to call my mother to tell her how sorry i am that i left home early,2,feel longing call mother tell sorry leave home early
i feel shy to him all the time,4,feel shy time
i feel safe knowing that the things and people around me are there and will stay there,1,feel safe know thing people around stay
i do feel his role is as vital as mine and i like feeling that way about our family dynamic,1,feel role vital mine like feel way family dynamic
i immediately related to feeling curious about everything,5,immediately relate feel curious everything
im left feeling convinced this is another relationship that is damaged and it was one of only a handful remaining that i had trust in,1,leave feel convinced another relationship damage one handful remain trust
i started this off feeling a little melancholy but i think the holy spirit must have come in and given me a hand because i feel like now i understand my situation better than i did half an hour ago,0,start feel little melancholy think holy spirit must come give hand feel like understand situation well half hour ago
i feel fucking fantastic and wanted to share the news with you,1,feel fucking fantastic want share news
i can t believe that someone would feel that this is socially acceptable or even remotely ok,1,believe someone would feel socially acceptable even remotely ok
ive told friends and fellow fans i feel like weve all been partaking in a delicious feast these last seasons and now were about to get that last really fine meal,1,tell friend fellow fan feel like partake delicious feast last season get last really fine meal
i feel a litte shaken up by this point,4,feel litte shake point
i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,4,feel somewhat indecisive want celebrate anniversary
i feel jolly,1,feel jolly
i was feeling unhappy with my work i joined in with the carping,0,feel unhappy work join carping
i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,0,can not feel pain feel ache ness cheek not know long period open mouth
i feel like someone who really should learn not to stress out because we live in an ultimately benign universe,1,feel like someone really learn stress live ultimately benign universe
i can t even stand this feeling because i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,1,even stand feeling realize everything nothing never never see life hurt keep support
i feel so proud and blessed to be carrying this baby,1,feel proud bless carry baby
i went to dads caught up with alice watched idol which was extremly crap and boring i dont know why i watch it but i feel like i need to be loyal to it,2,go dad catch alice watch idol extremly crap boring not know watch feel like need loyal
i used to want to get married so i feel a little heartbroken,0,use want get married feel little heartbroken
i know and in the back of my mind i feel like im not being loyal trusting but i need to make sure that im doing the best thing,2,know back mind feel like loyal trusting need make sure good thing
i will probably never feel bouncy so feel free to remove that emotion from my selection,1,probably never feel bouncy feel free remove emotion selection
i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,1,feel like lot teenager include feel like around parent colby amplify know important dad job feel like protest much time spend
i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,4,feel little skeptical would arrive time situation improve fact despite various perfect party setup seek ffxi nobody bother set include duh lazy
i feel so emotional when i saw those touch flusher but the position is still on the back when youre in seated position,0,feel emotional see touch flusher position still back seat position
i had been feeling rather unhappy lately because id been feeling left out of groups friends,0,feel rather unhappy lately feel leave group friend
i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,2,know probably preach choir one feel passionate health well american friend love dearly
i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,0,feel like really settle life like finally back spain miss year
im going through some feels today and ive got to admit theyre pretty unpleasant,0,go feel today get admit pretty unpleasant
i just feel so ugly,0,feel ugly
i feel like i tend be more passionate about things that are less popular to talk about,1,feel like tend passionate thing less popular talk
i have a feeling i was one of that idiotic childish trumpeters he was talking about luh,0,feeling one idiotic childish trumpeter talk luh
i also think its because im so afraid of feeling victimized again,0,also think afraid feel victimize
i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,0,feel pete also admire fact devastate still positive happy self
i feel this way as this version of myself gentle gazing i realise something over and over again,2,feel way version gentle gaze realise something
i was in a car accident just me not the kids its left me feeling quite vulnerable,4,car accident kid leave feel quite vulnerable
i cant help but also feel incredibly lucky over how it all went down and the community around us,1,can not help also feel incredibly lucky go community around we
im feeling generous lately spirit of after christmas maybe,1,feel generous lately spirit christmas maybe
i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,4,power make another want reality feel threatened desire control person href eqafe
i am feeling rather thrilled,1,feel rather thrilled
i was feeling quite broke,0,feel quite broke
i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,3,feel particularly mad course say go crazy really feel like become sane
i feel im being punished for not being able to do my dailies,0,feel punish able daily
i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,1,feel reassure fashion sometimes take seriously smile feel well whole deal
i feel gutted now i am joyful and at the same time enraged,1,feel gutted joyful time enrage
i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks,0,feel pretty gloomy start write dread time year course burn nd set cake pop bake lose game monopoly game suck
id been struggling with feeling highly irritable toward my husband,3,struggle feel highly irritable toward husband
i feel like i get my money s worth because i m getting a delicious artisan cocktail in return,1,feel like get money worth get delicious artisan cocktail return
id like to think i could live happily away from home but i know id definitely feel homesick id miss my friends and our fun outings the most,0,like think could live happily away home know definitely feel homesick miss friend fun outing
i just went out into the garden and you can feel its hot but the wind is ridiculous,2,go garden feel hot wind ridiculous
i am not feeling fabulous i can now speak,1,feel fabulous speak
i feel agitated and simply irritated,3,feel agitated simply irritated
ill mention i listed because they make also some kind feelings like those five or i only like them and ive good memories from those songs,1,ill mention list make also kind feeling like five like good memory song
i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,4,already say one many feeling threaten attack government medium today look outside small life
i feel resolved some nights i accidentally break down and cry,1,feel resolve night accidentally break cry
im trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,5,try something often look whole problem feel overwhelmed sometimes avoid issue long
i feel completely groggy this morning,0,feel completely groggy morning
i feel grief for the families of those who were caught in this tragic incident,0,feel grief family catch tragic incident
i love about my job i still feel dissatisfied,3,love job still feel dissatisfied
i am feeling afraid cos he isnt answering me again,4,feel afraid cos not answer
i wont feel so damn idiotic,0,will not feel damn idiotic
i enjoy feedback and love comments on my posts so please do not feel afraid,4,enjoy feedback love comment post please feel afraid
i am here to update my blog just found out that my blog looks feels dull when there are no updates,0,update blog find blog look feel dull update
i feel that i have so much to do to make a positive impact on this world we live in,1,feel much make positive impact world live
i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,4,feel genuinely shy cautious woman home reading shade think something wrong not orgasm someone touch boob
i think i was right to feel insulted,3,think right feel insulted
i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,1,sit class tuesday afternoon sudden feeling come delicious feeling slightly control depth thrill adrenaline leave weak drain yet excited inquisitive
i just got home from a dinner with the barcial it was fun but it made feel so gloomy,0,get home dinner barcial fun make feel gloomy
i feeling more determined than ever to really nail this race,1,feel determined ever really nail race
im feeling quite pathetic and miserable actually,0,feel quite pathetic miserable actually
i have thankful for being able to feel thankful after getting through hardship,1,thankful able feel thankful get hardship
i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,0,understand appreciate concern safety feel real focus market vendor ignore
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,3,experience normal mood feel annoyed year old whine baby want hold make dinner long feel consume emotion
ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,4,get use hear david time not hear lot tonight stay last night result feel little paranoid
i am feeling really quite disheartened,0,feel really quite disheartened
i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time,1,realise thought feeling emotion reflect acceptance allowance result accept allow programming conditioning time
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,3,must say initial splash bad stroke could feel cold get bone
i am living with my dad and his wife in his new home and i feel very unwelcome here,0,live dad wife new home feel unwelcome
i feel really despised i haven t told them yet but it s really awful feeling so segregated,3,feel really despise tell yet really awful feeling segregated
i feel really nervous about losing it i print the file out on to paper as a final security,4,feel really nervous lose print file paper final security
i needed to know i mattered that my feelings were important and that i mattered enough to be pursued and cherished and protected,1,need know matter feeling important matter enough pursue cherish protect
i feel i am kinda pissed off,3,feel kinda piss
im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,1,feel optimistic stash reduce ability month expect really big empty post next time
i feel ungrateful by saying this because the school is still letting me go to prom,0,feel ungrateful say school still let go prom
i would not feel hesitant in using the medical system again if needed,4,would feel hesitant use medical system need
i get in bed and feel thankful that i made it through one more day but then i have to get up and do it again,1,get bed feel thankful make one day get
i am inferior to them then i feel as i did as a child who was not respected not listened to and not allowed to have an opinion,1,inferior feel child respect listen allow opinion
i have to admit ive been feeling kinda homesick these past couple of days,0,admit feel kinda homesick past couple day
i felt like earlier this year i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest,0,feel like early year start feel emotional surreal confusion quite honest
i feeling humiliated,0,feel humiliate
i liked knowing that i am not the only one feeling the way i do about job options the thing that i liked the most was i was able to find some career path and i found some interests,2,like know one feel way job option thing like able find career path find interest
i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,0,could feel eye bore hole neck quickly step side way son anymore
i still feel a little shitty right now as i type this,0,still feel little shitty right type
i could only feel this relaxed all the time,1,could feel relax time
when i was attacked by a teenage boy and had my wallet stolen,4,attack teenage boy wallet steal
i had a trainer i dont think i ever weighed as little as i do now so im feeling pretty excited,1,trainer not think ever weigh little feel pretty excited
i was feeling pretty rotten,0,feel pretty rotten
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,3,miss month training organise etape prep ride include etape caledonia generally feel pretty pissed depressed whole affair avoid think
i feel like a little giggly schoolgirl but its all in fun,1,feel like little giggly schoolgirl fun
i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,0,barely stand sight dog wear choke collar feel dog suffering
i feel like buy to play is the most accepted model by consumers at large,2,feel like buy play accepted model consumer large
i wish gervase would have piped down so id feel a little less vulnerable right now,4,wish gervase would pipe feel little less vulnerable right
i am feeling genuinely proud of myself,1,feel genuinely proud
i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,1,see behave relation feel positive negative way other perceive within
i will stop feeling heartbroken when i see my unfollows,0,stop feel heartbroken see unfollow
i already am but i dont know if cashier work is for me i am hoping that after a while i might ask to get transferred to stocking an area i feel more contented in,1,already not know cashier work hope might ask get transfer stock area feel contented
i don t like feeling that my family damaged me in some way even though they didn t mean it,0,like feel family damage way even though mean
i feel very honoured to be a part of her blogger collaboration series on whats in my handbag,1,feel honoured part blogger collaboration series handbag
i still feel completely accepted,2,still feel completely accept
i feel amazing after every thrift trip i got on and to have some many in a small amount of time if my idea of bliss once i am earning again i will re claim my crown of thrift princess,5,feel amazing every thrift trip get many small amount time idea bliss earn claim crown thrift princess
ill feel terrible in the end i dont know why i chose to continue being the shoulder for people to cry on or the one reliable person they can always turn to,0,ill feel terrible end not know choose continue shoulder people cry one reliable person always turn
im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,0,go to make feel worthless year ago go make sure remember bad people speak treat especially need
i understood somewhere in my heart his feeling of decite and abandonment of all hope for ever trusting me again,1,understand somewhere heart feeling decite abandonment hope ever trust
i have a feeling she will sleep through the night more and be a little less agitated,4,feeling sleep night little less agitated
i say to someone that i feel i have humiliated yeah well thats what you get,0,say someone feel humiliate yeah well get
i realised that this was no longer the truth it was merely the truth i remembered i began to feel disheartened,0,realise long truth merely truth remember begin feel disheartened
i left the office feeling discouraged,0,leave office feeling discourage
i feel extremely fond of comes an avalanche of anxiety,2,feel extremely fond come avalanche anxiety
i want to write about this because i left campus feeling truly thankful to wesleyan for putting on the kind of event i never dreamed i d be able to attend after just a fairly short car ride,1,want write leave campus feeling truly thankful wesleyan put kind event never dream able attend fairly short car ride
i feel sure it does,1,feel sure
i feel terrified of the future,4,feel terrified future
ive been feeling depressed anxious and unhappy,0,feel depressed anxious unhappy
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,4,feel strange weird entire struggle one deal kind conflict
i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,0,woman feel particularly burden take pill unfairness
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,1,go kitoben work child playground feel joyful able work other
i wish i could say that i got a feeling that everything is going to be perfect and painless but i didnt,1,wish could say get feeling everything go perfect painless not
i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,5,enjoy read immensely feel strange book lack time read
i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,0,feel deeply disturbed another mother would condemn mother like find fulfillment mother
i feel delighted to contact you,1,feel delighted contact
i feel like a totally horrible person but i really wish he was coming another weekend,0,feel like totally horrible person really wish come another weekend
i feel greedy with my thoughts and it is a relief to let them linger,3,feel greedy thought relief let linger
im feeling generous im going to share them on my blog too,1,feel generous go share blog
i feel like i have been a bit obnoxious in my picture posting,3,feel like bit obnoxious picture post
i feel relieved and excited that someone else feels the same way that i do,1,feel relieved excited someone else feel way
i feel irritated by everything,3,feel irritated everything
i feel groggy this morning,0,feel groggy morning
i feel somewhat hopeless and pitiful,0,feel somewhat hopeless pitiful
im feeling queezy and cant be bothered putting these in order so here goes,3,feel queezy can not bother put order go
im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,1,feel terrific nonetheless manage drag carcass nordstrom couple time life yet
im feeling rather disheartened,0,feel rather dishearten
i feel so helpless i have no one to talk to,0,feel helpless one talk
i feel so hesitant about contacting him,4,feel hesitant contact
i feel so resentful at the sun for chasing me into the house most of the day,3,feel resentful sun chase house day
i was feeling doubtful and sad about the relationship i have with this man,4,feel doubtful sad relationship man
i suppose that is enough of a statement for those who might feel as i do about his contribution to the unfortunate attitude and rhetoric of conservative christian america,0,suppose enough statement might feel contribution unfortunate attitude rhetoric conservative christian america
i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,4,must say familiar face since go church since feeling shy want stay friend clingy meeting
im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,1,sure plenty lovely party go feel sociable new
i just cant help it from feeling so insecure,4,can not help feel insecure
i feel like if she isnt happy then no one is,1,feel like not happy one
i feel like im the mad hatter rather than alice,3,feel like mad hatter rather alice
i am feeling very eager for what my darling has in store for us,1,feel eager darling store we
i feel like it s boring,0,feel like bore
i feel shocked his words very pure very self,5,feel shocked word pure self
i feel genuinely wronged,3,feel genuinely wrong
i hated feeling inadequate to meet their needs,0,hate feel inadequate meet need
ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,0,struggle feel inadequate subpar various area life know always
i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,4,alternate wish would die feel terrified something would happen leave newborn son without mother
i do feel a little confused about my reproductive future do i want another baby deep down,4,feel little confused reproductive future want another baby deep
i am feeling and the ibs symptoms that have resolved,1,feel ibs symptom resolve
im feeling plunge us into a world of melancholy and love,0,feel plunge we world melancholy love
i feel alone and abandoned i believe i am alone and abandoned,0,feel alone abandon believe alone abandon
i feel like im waiting for her to get heartbroken all over again,0,feel like wait get heartbroken
i feel more positive today,1,feel positive today
i have never met in real life but feel super bonded to through crisis pregnancies and genius children and my new friend sara at a href http everybitterthingissweet,1,never meet real life feel super bond crisis pregnancy genius child new friend sara href http everybitterthingissweet
i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,5,surprise amount courage man help feel slightly shock
i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,3,able feel slightly less obnoxious know girl jonese hard
i dont like the way i feel when i am angry,3,not like way feel angry
i feel a bit pissed off because we went first,3,feel bit pissed go first
i herself wearing some of the items and they make me feel optimistic,1,wear item make feel optimistic
i don t feel dissatisfied just distracted from my life,3,feel dissatisfied distracted life
i have hated feeling useless and ineffective,0,hate feel useless ineffective
i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,0,admit feel disheartened disillusion whole publishing community month
i feel safe and happy when the house is clean,1,feel safe happy house clean
i was feeling horny so we let her in,2,feel horny let
i feel honored she is a legend i admire her although i dont see the similarities between us,1,feel honored legend admire although not see similarity we
i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,1,long chiuv one man obligation say kaddish daven amud lead prayer feel relaxed
i am gonna feel lousy i might as well feel lousy while i am doing something,0,go to feel lousy might well feel lousy something
i look at him i feel disgusted and some what annoyed by his actions,3,look feel disgusted annoy action
i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,1,discover feeling successful grow decide make indulge meal hit spot
i just think the media in general i just don t really get portrayed as someone who has feelings or who is sympathetic,2,think medium general really get portray someone feeling sympathetic
i must not lie radio actually makes you feel wonderful,1,must lie radio actually make feel wonderful
i i just feel so self content,1,feel self content
im finally feeling comfortable in my own skin,1,finally feel comfortable skin
i just like women you also feel this is his truthful straightforwardness flash personality,1,like woman also feel truthful straightforwardness flash personality
i feel pretty successful with that but theres still something in me that says you can do more,1,feel pretty successful still something say
i was actually feeling quite smart i was understanding the questions without even having to do the readings,1,actually feel quite smart understand question without even reading
i am feeling pressured and backed into a corner,4,feel pressured back corner
i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,1,tend question whether god feel intelligent enough company tell ask
i visit cantina i leave feeling that the food is lovely but not always worth the price,2,visit cantina leave feel food lovely always worth price
i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,1,wonder life like people people love love sex enjoy experience feel happiness get feel accept want need
i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,1,think evolve dress pant might finally feel comfortable wear skirt work distant future
i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,2,feel loyal way respect wish tell anyone kill keep inside
i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right,1,strong feeling inadequacy become convinced everything wrong can not anything right
i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,4,try feel judge eye see weird vain bastard think much
i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,0,feel pretty isolated marginalise great enemy united states country ever deploy nuclear weapon two civilian might want get one
i always feel privileged to see a jay,1,always feel privileged see jay
i feel that he was desperately fond of me,2,feel desperately fond
i wake up i realize that my panty is wet and i feel very horny,2,wake realize panty wet feel horny
i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,1,know know season learn trust god feel peaceful calm
i feel like i am one of them now before i resigned i got offered a job at the local council,0,feel like one resign get offer job local council
im a bit afraid the cookie is what is making me feel not so fantastic,1,bit afraid cookie make feel fantastic
i feel as if i havent been very productive over the past six months,1,feel not productive past six month
i felt ok about not feeling ok,1,feel ok feel ok
i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,3,feel jealous becasue want kind love true connection two soul want
i feel a mix of emotions lonely sad insecure angry,0,feel mix emotion lonely sad insecure angry
i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,1,feel really ought assert way smile pleasant blonde woman early middle age young seem fine drift
i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,4,pack time around feel apprehensive challenging season happy decompress day dad come home
i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,1,day want nothing unwanted resent pressure feel everything everyone even precious child
i feel deprived of any intimacy at all,0,feel deprived intimacy
i feel so mush freeer and less repressed,0,feel mush freeer less repressed
i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,1,still want keep makeup like minimum want everything apart lip look natural go super thin eyeliner eyelash curler lash powder foundation feel cute classy look
i would say that when they start they will feel really intimidated by the code and how vast everything is,4,would say start feel really intimidate code vast everything
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,3,acquainted sleep feel like name ensure rude maybe name already
at school,3,school
i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,1,feel like spend precious last half hour ness something fun interesting roll new year let
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,3,see shallow many life try give love atention person see distance confusion look people stop trust other feel insulted misstreate affeccion
i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,1,feel particularly glamorous charlie angel weekend travel outfit comfortably pass three hour zoo gate read fashion mag
i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,2,good remain cordial express authentic real love gratitude feel devoted father nostalgia feel towards someone select life partner exemplify unforgettable blowout wedding href http www
i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,1,feel little well sunday maybe continue good feeling get back little hot bod rock
im feeling generous with my words,1,feel generous word
